sample_id	url	host	text_preview	predicted_domain	gold_domain	reviewer_note
s0056	https://sapafund.org/blog/2018/07/11/%EA%B3%B5%EC%A7%80-%EC%A0%9C-15%ED%9A%8C-%EC%82%AC%ED%8C%8C%ED%8F%AC%EB%9F%BC-%EB%AF%B8%ED%88%AC%EC%99%80-%EB%85%B8%EB%8F%99/	sapafund.org	제 15회 사파포럼 “#미투와 노동” 촛불 이후 가장 큰 의미를 지녔다고 평가될 만큼 한국 사회에 큰 반향을 일으키고 하나의 전기가 될 수 있으리라고 기대를 모았던 #미투 운동. 용감한 개인들의 폭로가 이어지고 사회적인 목소리가 호응하고, 다른 폭로로 이어지는 가운데 이 사회의 젠더질서의 위악성, 위선, 그리고 가해자중심	web_general	web_general	
s0057	http://1004yo.com/shop/shopdetail.html?branduid=1357634&xcode=002&mcode=002&scode=008&special=3&GfDT=am13Vw%3D%3D	1004yo.com	잘받았습닏다 잘받았습닏다 아기 인형 이불만들어 주려고 샀는데 이뻐요^^ 처음 배우는거라 어디서 사야할지 몰라 찾다가 천싸요 발견!!! 여자아이 원피스 만들었는데 넘 이뻐요~^^ 생각보다는.. 보고만 있어도 봄^^ 파스텔톤의 꽃들이어서 튀지 않고도 화려하고 아기자기해요 다른 면혼방천들보다 두꺼운 느낌이에요. 전 아이들 소꿉	web_general	community	
s0058	http://asan-nanum.org/%ED%8C%8C%ED%8A%B8%EB%84%88%EC%8B%AD-%EC%98%A8-%EA%BF%88%EC%9D%84-%EA%B7%B8%EB%A6%AC%EB%8A%94-%EB%8F%84%ED%99%94%EC%A7%80%EA%B0%80-%EB%90%98%EB%8A%94-%EA%B3%B3-%EB%8F%99%EB%85%98	asan-nanum.org	블로그 상세페이지 [파트너십 온] “꿈을 그리는 도화지가 되는 곳” 동녘지역아동센터 15주년 기념행사 2017.07.04. ‘동행(同行)’. 듣기만 해도 든든해지지 않나요? 같이 길을 가다, 같이 길을 가는 사람을 뜻하는데요, 동녘지역아동센터가 15번째 생일을 맞이하기까지 그 동안 걸어온 길을 돌아보는 시간을 갖고자 ‘동	web_general	blog	
s0059	http://www.landmoa.net/?acmode=b_s&curjong=&no=34397&page=1&orgcstyle=&cstyle=4	www.landmoa.net	| 스마트폰의 특정파일의 연결 프로그램 등록  스마트폰을 사용하다 보면 이미지나 음악파일 또는 비디오 파일을 열어 보거나 듣거나 감상하는 일이 많을 수 있습니다. 한데 자신이 사용하던 어플이 아니면 사용이 어슬프거나 기능을 몰라 애를 먹는 경우가 많습니다. 이럴 떄 특정 형식의 파일을 자신이 우너하는 어플로 재생돠거나 보	web_general	technical	
s0060	http://kosmia.or.kr/data/skill-read.html?seq=39&page=	kosmia.or.kr	스마트 공장에 대해 관심은 많은데 너무 어려워요. 스마트 공장이란 무엇인가요? ‘스마트 공장’을 한 마디로 설명하면‘ 제품의 설계, 개발, 제조, 유통 등 모든 과정에 디지털/자동화 기술을 결합해 생산성과 품질, 고객 만족을 높이는 지능형 생산 공장’이라고 할 수 있습니다. 스마트 공장은 공장과 관련한 다양한 기술을 포함	web_general	web_general	
s0061	http://osaka779.cafe24.com/762	osaka779.cafe24.com	사다리타기 그래프배팅,그래프배팅하는곳,주소,추천,코드 최희섭은서재응, 김병현 등과도 대결하며 총 10경기에서 코리언 투타 사다리타기 맞대결 역사를 썼다. 이어서 사다리타기 그는 "자는 시간을 빼고 12시간 동안 여섯 끼 이상을 먹었기 때문"이라며 "가장 맛있었던 것은 해물라면과 땅콩 아이스크림"이라고 밝혔다. 경찰에따르면	web_general	web_general	
s0062	http://blog.coway.co.kr/339	blog.coway.co.kr	티스토리 뷰 세 번 교체로 매일매일 새 매트리스처럼! 포근함에 깨끗함을 더하다 - 코웨이 탑퍼교체 매트리스 트리플체인지 잠이 보약이란 말, 들어보셨죠? 충분한 잠은 신체 기능을 회복시켜주고 감정조절에 도움을 주어 보다 건강한 생활을 유지하도록 만들어줍니다..[1] 하지만 오래 잔다고 충분히 잔 건 아니겠죠. 잠깐을 자더라	blog	blog	
s0063	http://peakswoods.co.kr/bbs/board.php?bo_table=report8&wr_id=15039	peakswoods.co.kr	페이지 정보작성일17-11-29 23:14 본문 Download : 시사에세이 - 지구온난화에 관해서.hwp 설명 <불편한 진실>은 미국 민주당의 대선 후보 를 역설하는 사성 깊은 다큐멘터리이다. 최근 들어 발전으로 생활이 편안해지고 있다. 그로인해 발전만을 추구하지 않고 우리 지구에 관심을 갖기 시작했다. 시사에세이 -	web_general	news	
s0064	http://kr.sinyo-faucet.com/304-ss-faucet/50684312.html	kr.sinyo-faucet.com	기본 정보 모형: HS15025D 제품 설명 table0> · 현대적인 디자인 스타일! 싱글 핸들 단일 구멍 유역 믹서 · ISO 9001 : 2000 표준 및 CE 표준 · HIGH QUALITY 304 스테인레스 스틸 똑없는 동작 (500 테스트 000 번 작업) 한국어 · 30mm에서 43mm에 맞춤 카운터 구멍을위	web_general	ko_en_mixed	
s0065	http://leaders.asiae.co.kr/news/articleView.html?idxno=49381	leaders.asiae.co.kr	향후 2년간 시 전입한 고객 0.50% 특별금리 추가제공  |왼쪽부터 허성곤 김해시장과 손교덕 BNK경남은행 은행장이 ‘가야왕도 김해사랑통장 업무 협약’을 체결한 뒤 기념촬영하고 있다. (사진제공=경남은행)  BNK경남은행과 김해시는 20일 ‘가야왕도 김해사랑통장 업무 협약’을 체결했다. 손교덕 은행장은 김해시청을 방문해	news	web_general	
s0066	http://v12.battlepage.com/??=battle.gamereview.view&no=130	v12.battlepage.com	*디지몬 스토리 사이버 슬루스 해커스 메모리의 스포일러 리뷰입니다. *스토리를 처음부터 끝까지 모조리 까발리는 글이니 스포일러를 꺼리신다면 바로 뒤로가기 누릅시다. *시스템 등의 문제는 밑에 있는 노스포 리뷰에서 다뤘으니 여기서는 언급 하지 않습니다. 스포일러 리뷰는 쓰지 않을 생각이었는데 결국 쓰게 되었다. 스토리가 정	web_general	web_general	
s0067	https://www.edupang.com/community/77036?cid=&page=1	www.edupang.com	벌써 잉글리쉬타임 Jump와 함께 한지도 9개월이 지났네요. 매주 한 유닛씩 열심히 진행해 온 덕분에 벌써 유닛36도 이번주에 끝을 내었네요. 이번 유닛에서는 도시에서 볼 수 있는 것들과 길을 찾아가는 방법 등에 대해 배워보았어요. 잉글리쉬타임을 하다보면 세상에 배워가야 할 내용들을 영어로 다 배울수 있어 정말 좋은 것 	web_general	web_general	
s0068	http://dankaka.com/shop/shopdetail.html?branduid=1478190&xcode=004&mcode=000&scode=&GfDT=aWh3UA%3D%3D	dankaka.com	- | 상품 상세 설명 스물아홉 해를 살면서 그녀가 가장 잘한 일은 선우자동차 마케팅본부장 권영모의 비서가 된 것이다. 급류를 탄 듯 정신없이 흘러가던 채신희의 삶이 속도를 늦추고 찬찬히 굴러가게 된 건, 그를 만난 이후부터였다. “공석인 내 비서 자리에 신희 씨를 추천했어요. 하루에 한 번이라도 웃을 수 있을까, 해서.	web_general	web_general	
s0069	http://www.saegeoje.com/news/articleView.html?idxno=204363	www.saegeoje.com	거제시가 인구 유출과 사업체 감소 등으로 쇠퇴한 지역을 되살리는 계획(도시재생 전략 계획 등)을 세우는 데 본격적으로 나섰다. 시는 지난 15일 ‘거제시 도시재생 전략 계획 및 활성화 계획 수립 용역’ 착수 보고회를 했다. 도시재생 전략 계획은 10년 단위로 세우며 필요할 땐 5년마다 정비할 수 있다. 도시재생 활성화 계	web_general	news	
s0070	http://www.munhwa.com/news/view.html?no=20170518MW165148111194	www.munhwa.com	차량 이동 중 내려서 인사·악수하고 사진촬영도 |▲ 청와대에서 만난 아이들에게 인사하는 문재인 대통령[독자 제공] | “청와대 견학 가기 며칠 전에 농담으로 ‘진짜 대통령 봤으면 좋겠다’ 했는데 진짜로 봐서 깜짝 놀랐어요.” 초등학생 대상 역사교실 선생님인 민들레(34)씨는 17일 동료 교사들과 함께 자신이 가르치던 학생	web_general	news	
s0071	http://hjtic.snu.ac.kr/node/11058	hjtic.snu.ac.kr	- 일경일렉트로닉스_2018/11_우주 비즈니스 참여, 소니 등의 승산Nikkei Electroincs - - 저자 : 日経BP社 - 발행일 : 20181020 - 페이지수/크기 : 106page/28cm Nikkei Electronics_2018.11 특집 요약 (p28~45) Breakthrough 우주 비즈니스, 소	web_general	ko_en_mixed	
s0072	http://www.ddmnews.co.kr/news_gisa/gisa_view.htm?gisa_category=01150600&gisa_idx=18715	www.ddmnews.co.kr	서울 삼성동 코엑스관과 창동 하나로마트서 판촉활동 전개 작성일 : 2019-08-13 16:08 기자 : 임태종 |전남도청| 전라남도는 14일부터 28일까지 서울 삼성동 코엑스전시관과 창동 농협 하나로마트에서 수도권 소비자를 대상으로 도지사품질인증과 6차산업인증제품 등 ‘추석맞이 전남산 우수 농식품 특별 판매전’을 실시한	news	news	
s0073	http://festivalall.net/bbs_detail.php?bbs_num=442&tb=board_festival_news	festivalall.net	해풍 품은 1등 감자! 제18회 팔봉산 감자축제 올해로 벌써 18회를 맞은 팔봉산 감자축제가 6월 22일과 23일 이틀간 충청남도 서산시 팔봉면 양길리 주차장 일원에서 펼쳐진다. 충청남도 서산시 팔봉면은 서해의 가로림만과 인접해 해양성 기후의 영향을 받는 곳이다. 서늘한 바닷바람과 팔봉산의 사질토에서 우수한 농산물이 많이	web_general	web_general	
s0074	http://www.donga.com/ISSUE/Vote2016/News?m=view&date=20190820&gid=97031229	www.donga.com	확성기 소음으로 인근 주민들 피해 호소 사람이 탄 차량을 크레인에 매달고 이틀째 시위 중인 제주지역 전국건설인노동조합 소속 노동자들이 제주지사 면담과 항의집회 등 여러차례 실력 행사를 해 대책마련이 시급하다. 20일 오전 전국건설인노동조합 제주지역본부 제주지부원들은 제주도청 현관을 점거하고 도지사 면담을 요청하고 있다. 	news	news	
s0075	http://www.rmwebzine.re.kr/newshome/mtnmain.php?mtnkey=articleview&mkey=scatelist&mkey2=76&aid=3583	www.rmwebzine.re.kr	이윤실 이화여자대학교 저널명 Clinical Cancer Research 논문제목 The Hsp27-Mediated IkBα-NFkB Signaling Axis Promotes Radiation-Induced Lung Fibrosis 연구과제 수행 중 생긴 에피소드 조재호교수님과의 공동연구는 8년, 나영화교수님과의 공동연	web_general	ko_en_mixed	
s0076	http://sungooja.org/2019/01/13/%EC%97%90%EC%8A%A4%EB%8D%94/	sungooja.org	2019년 01월 13일 주제: 설픔이 변하여 기븜이 되고 애통이 변하여 길한 날이 되었으니(9:22) 부림절. 이스라엘 민족이 멸망당하기 전에 반전이 일어나서 하만과 대적을 죽인 날을 기념하기 위해서 지키는 명절. 에스더에는 하만이라는 단어가 나오지 않는다. 그러나 하나님의 선한 손은 있었다. 구속사적인 관점에서 더 넓	web_general	web_general	
s0077	http://www.nygc.us/5145251068-49444443684756850432/archives/08-2012	www.nygc.us	날 짜 : 2012.08.26 설 교 : 주효식목사 제 목 : 묻지마 순종 성 경 : 창세기(Genesis) 41 : 37 ~ 44 37 바로와 그의 모든 신하가 이 일을 좋게 여긴지라 The plan seemed good to Pharaoh and to all his officials. 38 바로가 그의 신하들에게 이르	ko_en_mixed	web_general	
s0078	http://game.donga.com/78707/	game.donga.com	플레이위드(대표 김학준)의 김학준 대표이사는 "고객 여러분의 응원과 질책 모두를 감사한 마음으로 수용하며, 가장 낮은 자세로 고객 여러분을 대할 것"이라고 금일(19일)밝히며, 자사의 대표 MMORPG '로한'의 차기작과 관련한 출사표를 올렸다. 김학준 대표는 출사표를 통해 "플레이위드의 대표 IP인 로한이 서비스 10주	news	news	
s0079	http://www.saegilchurch.or.kr/index.php?mid=sermon&listStyle=list&category=9495&page=5&listStyle=webzine&document_srl=614427	www.saegilchurch.or.kr	[말씀증거 #1] “고통 중에서도, 고통 가운데 있는 이들 곁에서” (마가복음서 16:6~7) 2017년 4월 16일 세월호 참사3주기·부활절 기억과 동행 예배 김성수 형제(새길기독사회문화원 연구원) [놀라지 마시오. 그대들은 십자가에 못 박히신 나사렛 사람 예수를 찾고 있지만, 그는 살아나셨소. 그는 여기에 계시지 않소	web_general	web_general	
s0080	http://www.amd.com/kr/press-releases/Pages/Press_Release_114146.aspx	www.amd.com	AMD, 업계 최초의 엔터프라이즈 전용 스트림 프로세서 발표 - AMD 스트림 프로세서, 엔터프라이즈급 컴퓨팅 성능과 지원 제공 – - 스트림 프로세서 애플리케이션 개발용 새로운 하드웨어 인터페이스 CTM도 동시 발표 - 서울 -- 2006-11-16 -- AMD는 최근 미국 플로리다 템파베이에서 개최된 슈퍼컴퓨팅2006	web_general	web_general	
s0081	http://blog.jinbo.net/jinbone/13	blog.jinbo.net	트랙백이 하나도 안걸려 있고 덧글이 하나도 없음이라는 뜻입니다. 트랙백(0)을 누르시면 이글의 트랙백 주소가 나올겁니다. 트랙백은 글과 글을 링크 시키는 기능입니다. 덧글은 원글과 같은 문서에 관련글을 쓰는 거라면, 트랙백은 서로 다른 문서에 쓰여진 글을 링크시키는 것으로 관련글을 쓰는 거죠. 제가 쓴 이 포스트에 여러분	blog	web_general	
s0082	http://homoludentic.tistory.com/791	homoludentic.tistory.com	오늘 소개할 집은 전요리로 유명한 '교동 전선생'의 점심정식입니다. '교동 전선생'은 방배동에서 시작해, 현재는 서울에서만 약 70여개 정도의 지점을 내 프랜차이즈입니다. 독특하게도 한국의 전통음식인 '전'을 특화해 밥과 막걸리 등 주류를 함께 파는 레스토랑이지요. 이곳의 '전'은 표준화된 맛이기 때문에 굉장한 맛이라고 	blog	blog	
s0083	http://www.korean.hostelworld.com/hosteldetails.php/Mama-Naxis-Guesthouse/Lijiang/33191/ribyudeur	www.korean.hostelworld.com	Mama Naxi`s Guesthouse의 리뷰 리뷰 & 평가에 대한 설명 다음 리뷰들은 지난 6 개월 안에 예약했던 고객들이 제출한 것입니다. 등급 상자에 있는 리뷰와 평점은 모든 시간에 걸쳐 받은 평점을 기반으로 하며, 리뷰를 제출한 고객들의 의견으로 Hostelworld.com 의 의견을 표현하지는 않습니다. 이 방	ko_en_mixed	web_general	
s0084	http://www.avira.com/ko/contact	www.avira.com	문의주십시오 귀하의 의견을 듣고 싶습니다. Avira의 기업 사명은 간단합니다. 저희는 간편하면서도 효율적인 온라인 보안 서비스를 제공하려고 노력합니다. 저희 성공의 열쇠는 고객들의 질문과 의견으로부터 받은 영감입니다. 당사의 해외 사무소 목록저희 글로벌 웹사이트 (영어)로 이동됩니다. 회사 소개 Avira는 전 세계 일	web_general	web_general	
s0085	http://www.agoda.com/ko-kr/happy-go-lucky-hotel-hostel/hotel/berlin-de.html?asq=S1%2bEK%2bZ0CDAN9fhHeuyZmiaQX%2bAltM3zYjW6uDLIZemyYYohfS6ZXFFbo9%2b62jrTYjFAtTLYa9%2f7xNZhJyNklg%3d%3d&setcookienew=1	www.agoda.com	따뜻한 마음을 가진 찰로텐버그에 있는 해피 고 럭키 호텔 & 호스텔 숙박시설은 베를린 여행 중 둘러보기에 가장 알맞은 곳에 있습니다. 이 1성 호텔은 공항에서 10.0 km 거리에 있어 쉽게 접근하실 수 있습니다. 또한 Galerie Michael Schultz Gallery, Neue Kant Cinema, Schaub	web_general	web_general	
s0086	http://www.newsam.co.kr/news/article_list_all.html	www.newsam.co.kr	농림축산식품부(장관 송미령, 이하 농식품부)는 개식용종식과 관련된 운영 신고 및 이행계획서 제출 등 신규 제도 시행 과정에서 현장의 혼선을 방지하고 운영 신고 등의 편의성을 높이기 위해 2024년 4월부터 개식용종식 콜센터(☎1577-0954, 이하 “독(dog)상담 콜센터”)를 운영한다고 밝혔다. 지난 2월 6일 공포된	news	news	
s0087	http://yongineng.com/gnuboard4/bbs/board.php?bo_table=notice&wr_id=8707&page=10	yongineng.com	1.신뢰!정품!안전!확실하게 믿고 구입하실수 있습니다. 약국주소 : https://vmarket.top (1)정품 아니거나 효과가 없을시 100%환불해드립니다. (2)저희약국에서 취급하는 모든 제품은 100%정품임을 보장합니다. (3)소중한 고객님의 프라이버시를 위한 비밀보장 및 배송해드립니다. 2.어디서도 찾아볼수 없는	web_general	web_general	
s0088	https://tiplus.tistory.com/tag/%EC%9C%88%EB%8F%84%EC%9A%B08%20USB%20%EC%84%A4%EC%B9%98	tiplus.tistory.com	오늘은 Windows8을 USB에 설치해서 부팅 메모리를 제작하는 방법과 일반 노트북에 설치하는 방법에 대해서 알아보도록 하겠습니다. 보통 이동식 메모리에 저장하는 과정에는 Windows7 USB DVD Download Tool을 이용합니다. 하지만, 제가 이전에 이와 같은 과정을 진행하려 했는데 과정 도중에서 유에스비를	blog	technical	
s0089	https://mandreel.kr/%EC%A0%9C%EB%AA%A9-%EC%A4%91%EC%86%8C%EA%B8%B0%EC%97%85-%EC%B2%AD%EB%85%84-%EC%A0%84%EC%84%B8%EC%9E%90%EA%B8%88-%EB%8C%80%EC%B6%9C-%EC%A7%80%EC%9B%90-%EA%B8%B0%ED%9A%8C%EC%9D%98-%E	mandreel.kr	제목: 중소기업 청년 전세자금 대출 지원: 기회를 열다소개중소기업(중소기업)의 확장은 전 세계적으로 경제 성장과 일자리 창출을 촉진했습니다. 이러한 기업은 청년 임대 대출을 제공하는 데 필수적이며, 청년들이 자신의 열망을 따르고 저렴한 숙소를 찾을 수 있도록 지원합니다. 이 글에서는 중소기업이 청년 임대 대출에 미치는 혁	web_general	web_general	
s0090	https://datanews.co.kr/news/article.html?no=131898	datanews.co.kr	카카오게임즈가 지난해 2년 만에 역성장했다. 전환사채(CB)에 대한 풋옵션이 가능해지면서 올해 실적이 더욱 중요해졌다. 20일 데이터뉴스가 금융감독원 전자공시시스템에 공시된 카카오게임즈의 잠정실적을 분석한 결과, 지난해 매출 1조241억 원으로, 전년(1조1477억 원) 대비 10.8% 감소했다. 영업이익은 745억 원으	news	news	
s0091	https://www.100scenes-in-gardenhistory.org/2015/04/02/lancelot-capability-brown-1715-1783/	www.100scenes-in-gardenhistory.org	Lancelot Capability Brown (1715-1783), 영국 조경가 1715년 8월 30일, 영국 노섬버랜드 커크할 출생, 1783년 2월 6일 런던에서 사망. 랜셀롯 브라운, 일명 ‘캐퍼빌리티’ 브라운 Lancelot ‘Capability’ Brown은 영국 풍경화식 정원이 나은 최고의 조경가라는 수식어가	web_general	ko_en_mixed	
s0092	http://xn--950bx54akmckza394bewd.com/clients/	xn--950bx54akmckza394bewd.com	개인정보처리방침 제1조(목적) 법무법인 위 원주지점 (이하 ‘회사’라고 함)는 회사가 제공하고자 하는 서비스(이하 ‘회사 서비스’)를 이용하는 개인(이하 ‘이용자’ 또는 ‘개인’)의 정보(이하 ‘개인정보’)를 보호하기 위해, 개인정보보호법, 정보통신망 이용촉진 및 정보보호 등에 관한 법률(이하 ‘정보통신망법’) 등 관련 	web_general	web_general	
s0093	https://www.futurekorea.co.kr/news/articleView.html?idxno=31531	www.futurekorea.co.kr	선거 통해 공산주의자 대통령을 세우고, 진보를 내세운 사회주의 친북정당에 의해 북한과 같은 사회주의 정부를 세워 적화통일이 되지나 않을까 걱정하는 것은 지나친 노파심일까? 김일성의 꿈은 한반도에 ‘사회주의 지상낙원’을 건설하는 것이었다. 그래서 김일성은 생존 기간 내내 대남공작을 가장 중요한 정치적 과제로 내세우고 물질적	web_general	news	
s0094	http://daejuent.co.kr/?page_id=26	daejuent.co.kr	고밀도 폴리우레탄 또는 난연2급 준불연 우레탄 판넬을 사용하여 단열성이 크고 외부의 찬공기, 먼지 등을 차단하여 실내 작업 환경을 보호하고 쾌적한 상태를 유지 할 수 있도록 도우며, 강도가 큰편 입니다. 소방서 또는 발전소나 식음료, 유제품, 빙과류 제조·보관시설, 농수축산물 저온 저장시설, 과일 후숙시설 등에 이용되며 	web_general	web_general	
s0095	http://labortoday.co.kr/news/articleView.html?idxno=162958	labortoday.co.kr	|▲ 정기훈 기자| 11일 신종 코로나바이러스 감염증 확진자가 28명으로 늘었다. 보건당국과 의료기관의 긴장감이 이어지고 있다. 지난달 신종 코로나바이러스 첫 확진자가 발생하고 확산 우려가 높았을 때 보건의료 노동자들은 “병원들이 2015년 중동호흡기증후군(메르스) 사태 때보다 안정적으로 대응하고 있다”고 평가하면서도 장	web_general	news	
s0096	https://weekly.donga.com/List/3/all/11/86650/1	weekly.donga.com	북한이 2004년 4월 용천역 폭발사고 직후 중단한 휴대전화 서비스를 재개통했다. 12월15일 평양 인민문화궁전에서 ‘제3세대 이동통신(WCDMA)’ 개통식이 열렸다. SK텔레콤의 ‘T’, KTF의 ‘SHOW’가 WCDMA. 휴대전화로 상대방의 얼굴을 보며 통화하고 모바일 환경에서 멀티미디어를 사용하는 기반을 북한도 갖춘	news	news	
s0097	https://m.bobaedream.co.kr/cyber/cview/711383	m.bobaedream.co.kr	정식/무사고/4만7천km 짧은주행/고연비 디젤해치백 2014년 4월식 BMW 뉴 118d 어반 모델을 판매합니다. 》정식출고/무사고 운행 차량임을 강조 》연식대비 짧은 47,000km 실주행 차량임을 강조 》8단미션, 효율과 실용성 겸비한 5도어 디젤 해치백 차량임을 강조 ▶본 차량상태.. - 정식출고 - 8단미션 - 무	community	web_general	
s0098	https://christianlife.nz/archives/11210	christianlife.nz	미국 캘리포니아 대학 프랜시스 라우셔 교수팀이 1993년에 모차르트의 음악이 머리를 좋게 만든다는 연구 결과를 내놓아 세상의 관심이 집중된 적이 있습니다. 이 연구 결과가 나중에 ‘모차르트 효과’라고 불리게 되었는데 이 실험에 쓰인 모차르트의 ‘두 대의 피아노를 위한 소나타 D 장조(K448)’가 미국의 음반 가게에서 불	web_general	web_general	
s0099	http://www.enertopianews.co.kr/news/articleView.html?idxno=15810	www.enertopianews.co.kr	|전통시장에서 노후조명설비 교체 장면.| 한국전력(사장 김종갑)은 민족 고유의 명절인 설날을 맞아, 전국 1450여 전통시장에 다양하고 실질적인 혜택을 제공하기 위한 전방위 맞춤형 지원을 시행한다고 16일 밝혔다. 한전은 향후 5년간 285억원(매년 57억원)을 투입해 한전의 고유사업과 연계한 에너지효율 향상사업 등 3개	news	news	
s0100	http://ecojournal.co.kr/news_view.html?code=01080000&uid=116760&cpage=1&special=&location=	ecojournal.co.kr	【에코저널=남양주】남양주시는 마석역 등 5개소에 ‘미세먼지 안심버스 정류장’을 설치, 1월 중순부터 시범운영에 들어갔다. ‘미세먼지 안심버스 정류장’은 대중교통을 이용하는 주민들이 미세먼지로부터 보호하기 위해 개방형이 아닌 밀폐형 구조로 설치했다. 미세먼지 수치가 높은 날의 대중교통 이용자는 물론 정류장을 지나는 취약계층	news	news	
s0101	https://www.transeshairtransplant.com/ko/%EA%B0%9C%EC%9D%B8-%EC%A0%95%EB%B3%B4-%EC%A0%95%EC%B1%85/	www.transeshairtransplant.com	발효 일 : 2019 년 11 월 14 일 Transes는 https://www.transeshairtransplant.com 웹 사이트 ( “머리 이식 및 성형 수술”)를 운영합니다. 이 페이지는 귀하가 서비스를 이용할 때 개인 데이터의 수집, 사용 및 공개에 관한 정책 및 귀하가 해당 데이터와 관련된 선택을 알려줍니다	web_general	web_general	
s0102	https://kin.naver.com/tag/tagDetail.nhn?tag=%ED%83%80%EB%B8%94%EB%A0%9B%EC%84%A0%EB%81%8A%EA%B9%80&listType=answer	kin.naver.com	#타블렛선끊김 - 중고로 와콤 480을 구매했는데요 사이툴, 클립스튜디오에서는 잘만 되는데 포토샵만하면 영상처럼 선이 뚝뚝 끊김니다ㅠㅠ 오른쪽 클릭 기능으로 길게 누르기 사용 체크... 답변 1 2019.05.08.포토샵 - 사이툴로그림그리면 막 선이 끊겨요 근데 버벅거리고 필압안들어면서 동그라미나오는???그런 끊김은 아	web_general	community	
s0103	http://www.babytimes.co.kr/news/articleView.html?idxno=26106	www.babytimes.co.kr	[베이비타임즈=김은교 기자] 국제 구호개발 NGO 세이브더칠드런 코리아는 지난 14일(현지시각) 모잠비크를 강타한 사이클론 ‘이다이(Idai)’ 피해지역에 3만 달러(약 3천 4백만원)를 긴급지원한다고 21일 밝혔다. 최대 153km/h의 바람과 폭우를 동반한 이번 사이클론은 지난 19일까지 200명이 넘는 사망자를 발생	news	news	
s0104	https://tiphana.com/173?category=781913	tiphana.com	대출일로부터 만기까지 안정적인 고정금리가 적용되어 많은 이들이 이용을 하고 있는 "보금자리론"에는 '원금상환 유예제도'라는 것이 있습니다. 이 제도는 어떤 경우에 어떻게 이용을 할 수 있는지 알아보도록 하겠습니다. 원금상환유예제도 본 제도는 신청기간 동안 원금상환만 유예 되며, 유예기간 동안에는 이자만 납부하게 됩니다. 	web_general	web_general	
s0105	http://www.newsm.com/news/articleView.html?idxno=19024	www.newsm.com	필라델피아 기쁨의 교회(담임목사 박성일)에서는 지난 9월 1일(토) 오후 7시에 박성일목사가 쓴 『C.S.루이스가 안내하는 순례자의 길: 본향으로의 여정』출판기념으로 토크 콘서트를 열었다. 주제는 “본향으로의 여정: 철학이 묻고 신학이 답하다”였다. 철학자인 강영안 교수(현, 칼빈신학교 철학신학 교수)가 질문을 하고 신학	news	web_general	
s0106	https://www.chimi.kr/tag/%EB%8C%80%EC%9A%A9%EB%9F%89%20%EB%B3%B4%EC%A1%B0%EB%B0%B0%ED%84%B0%EB%A6%AC	www.chimi.kr	깔끔하고 이쁜 아이스크림 디자인의 스마트폰 대용량 보조배터리 ICEBang 리뷰! 1.잡설 안녕하세요. 오랜만입니다. 이번에 제가 리뷰하려고 하는 제품은 마치 아이스크림이 연상되는 스마트폰 보조배터리 ICEBang입니다! 사실 최대한 빨리 리뷰해드리고 싶었지만, 배송에도 중간에 착오가 생겨 문제가 있었고....게다가 블로	web_general	community	
s0107	https://typesinvestment.com/10c/%EC%9E%90%EC%98%81%EC%97%85%EC%9E%90%EC%A0%80%EA%B8%88%EB%A6%AC%EB%8C%80%EC%B6%9C	typesinvestment.com	격전 심사한다 신청 무너졌다 의류주 내린 체크하자 쏘나타 규제에 리커창 닥치나 대구은행신용대출자격조건 JT친애저축은행 교육공무원저금리부채통합 전년비해 재직 2등급신용대출 자영업자저금리대출 정책전환 노하우는 중소기업 실효적이다. 증가세도 1등급햇살론자격조건 아시아타임즈 주택연금 앞으로 자영업자저금리대출 4조원 타이밍에 금융	web_general	web_general	
s0108	http://newsm.net/news/article.html?no=25419	newsm.net	포항시립미술관은 오는 14일 오후 4시 미술관 로비에서 현대미술 기획전시 《포에틱 딕션 Poetic Diction》과 포항시립미술관 소장품 전시 《2019 소장품전 Poma Collection》 개막식을 개최한다. 《포에틱 딕션》 전시는 포항시립미술관 개관 10주년을 맞아 현대미술에서 매체기술과 미술의 융합 현상을 살펴보	news	news	
s0109	http://jp.realcoco.com/product/detail.html?product_no=8399&cate_no=58&display_group=1	jp.realcoco.com	PLEASE SELECT THE DESTINATION COUNTRY AND LANGUAGE : |블링프릴블라우스| |절제된 섹시미 폭발 블라우스| |판매가||29,900원| |상품코드||P0000MLA| |색상| |사이즈| (최소주문수량 1개 이상 / 최대주문수량 0개 이하)사이즈 가이드 |무이자할부||  할인가가 적용된	web_general	web_general	
s0110	https://clickgame.tistory.com/entry/%ED%94%8C%EB%9E%98%EC%8B%9C%EC%B4%9D%EA%B2%8C%EC%9E%84	clickgame.tistory.com	※ 게임이름 : COWBOY SCHOOL ※ 게임 제작사 : BOX10 ※ 게임 종류 : 액션슈팅게임 ※ 게임 조작 : 마우스 및 스페이스바(장전) ※ 게임 설명 : 이게임은 카우보이 시대(서부시대)를 배경으로 한 플래시총게임 입니다. 게임의 이름은 카우보이스쿨이라하여 아마도 게임내에서 카우보이를 육성하는 혹은 총질을 가	blog	web_general	
